----+----1----+----2----+----3----+----
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
RECTANGLE 00200701080000014000018000151
RECTANGLE 03203300975001056000130010296
RECTANGLE 10253200300054264001268162792
RECTANGLE 01001000725000100000040000725
RECTANGLE 20040100075080200001202060150
----+----1----+----2----+----3----+----
